id,english,japanese,line,source_url,latitude,longitude,address
d61b47a0-ef4c-4595-ab68-8cfefdbc96e0,Anegasaki,姉ケ崎駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
2b04a0ab-31aa-414f-a226-42f82ca3c08b,Annaka,安中駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,36.3262928,138.8873823,"Annaka, Gunma, Japan"
4da78ae3-6ec9-4842-bb2a-c2a49e4fc2c1,Anzen,安善駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.4996489,139.7005832,"Anzen Station, 1 Kanseichō, Tsurumi Ward, Yokohama, Kanagawa 230-0034, Japan"
0e8a43ff-d1dd-4779-bdc8-f9c2e51b901f,Aobadai,青葉台駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line,35.5823383,139.5760783,"Tokyu Den-en-toshi Line, Japan"
6f135522-5b26-4c63-9915-7ceda36680e7,Aohori,青堀駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
26816a26-430d-48ea-ba9e-72cc75bcfde6,Aoi,青井駅,Tōzai Line,https://en.wikipedia.org/wiki/Tokyo_Metro_T%C5%8Dzai_Line,35.772368,139.8203769,"Aoi Station, 3-chōme-24 Aoi, Adachi City, Tokyo 120-0012, Japan"
28316d5b-9454-46fe-a834-211feb3d7f37,Aoto,青砥駅,Keisei Main Line,https://en.wikipedia.org/wiki/Keisei_Main_Line,35.7456437,139.8561328,"Aoto Station, 3-chōme-36 Aoto, Katsushika City, Tokyo 125-0062, Japan"
19a831ea-b718-414a-b455-3fb35da8907a,Aoyama-itchōme,青山一丁目駅,Ginza Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Ginza_Line,35.6727759,139.7239663,"Aoyama-Itchome Station, Minato City, Tokyo, Japan"
f0653cbb-3cfc-428a-952d-b95657f506c2,Araiyakushiki-mae,新井薬師前駅,Seibu Shinjuku Line,https://en.wikipedia.org/wiki/Seibu_Shinjuku_Line,35.71578950000001,139.6719543,"Araiyakushi-Mae Station, 5-chōme-43 Kamitakada, Nakano City, Tokyo 164-0002, Japan"
2c7e3ecf-e337-47b6-a286-26e5b19c077d,Arakawaoki,荒川沖駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
776cdfcc-9b2d-428e-91cd-ca00646e62d9,Araki,荒木駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
58ed9525-ac1c-403e-b1ca-e79c9c7708d9,Asagaya,阿佐ケ谷駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.7049247,139.6361231,"Asagaya Station, Suginami City, Tokyo, Japan"
5143e790-851b-4972-bdfb-8b8cf0da7d76,Asahi,朝日駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6812996,139.7670658,"Tokyo Station, 1-chōme-9 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan"
9722492c-4c9f-4303-88e4-d40d89941bcf,Asaka,朝霞駅,Tōbu Tōjō Line,https://en.wikipedia.org/wiki/T%C5%8Dbu_T%C5%8Dj%C5%8D_Line,35.7971204,139.6001982,"Asaka Station, 2-chōme-13 Honchō, Asaka, Saitama 351-0011, Japan"
f142dda3-0a1c-46cc-95b9-e019f456cf11,Asakadai,朝霞台駅,Tōbu Tōjō Line,https://en.wikipedia.org/wiki/T%C5%8Dbu_T%C5%8Dj%C5%8D_Line,35.922902,139.4552984,"Tobu Tojo Line, Japan"
a64cf041-c163-438c-9cab-743978d218ec,Asakusa,浅草駅,Ginza Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Ginza_Line,35.7098669,139.7971675,"Asakusa Sta., 1-chōme-1-3 Asakusa, Taito City, Tokyo 111-0032, Japan"
59f425f5-f5b3-493f-a9fd-398fa55ffe5d,Asakusabashi,浅草橋駅,Asakusa Line,https://en.wikipedia.org/wiki/Toei_Asakusa_Line,35.6974952,139.7859834,"Asakusabashi Station, 1-chōme-18 Asakusabashi, Taito City, Tokyo 111-0053, Japan"
1198cf19-b283-4efb-acf8-7473a61d44ce,Asano,浅野駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.4974723,139.6960747,"Asano Station, 2-chōme Suehirochō, Tsurumi Ward, Yokohama, Kanagawa 230-0045, Japan"
0104cf9f-467b-422e-985e-165779e6da6f,Ashigara,足柄駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line,35.2721651,139.1545376,"Ashigara Station, 3-chōme-32 Ōgichō, Odawara, Kanagawa 250-0001, Japan"
93cc2e14-09cf-461f-aba7-81204a2db611,Ashikaga,足利駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,36.3401874,139.4497602,"Ashikaga, Tochigi, Japan"
6a47aa7a-d918-4623-8315-28a42dfee4d6,Atami,熱海駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.0963896,139.071784,"Atami, Shizuoka, Japan"
5b1d2418-1e28-4aa1-a12f-42f979563240,Atsugi,厚木駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line,35.4433795,139.3784274,"Atsugi Station, 1-chōme-1 Kawaraguchi, Ebina, Kanagawa 243-0433, Japan"
69fc5227-443a-4189-8805-508d8128fb2a,Awa-Amatsu,安房天津駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.1238957,140.1649265,"Amatsu, Kamogawa, Chiba 299-5503, Japan"
ca43613f-ea7e-452e-b9c8-fa216c2c9173,Awa-Kamogawa,安房鴨川駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.1133206,140.0990322,"Kamogawa, Chiba, Japan"
58cc964c-4225-4291-8f0b-c6fe2f0cff8d,Awa-Katsuyama,安房勝山駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6764225,139.650027,"Tokyo, Japan"
ab7cfef7-f2a8-4eb2-9ad3-231541930d5a,Awa-Kominato,安房小湊駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
32dec5e6-3e7a-4c11-9319-5a1141564f08,Awajichō,淡路町駅,Marunouchi Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Marunouchi_Line,35.69496,139.7674597,"Awajichō Sta., 1-chōme Kanda Ogawamachi, Chiyoda City, Tokyo 101-0052, Japan"
4e30d1a3-c02d-4f99-9e74-34878d5c9f23,Ayase,綾瀬駅,Chiyoda Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Chiyoda_Line,35.762315,139.824924,"Ayase Station, Ayase, Adachi City, Tokyo 120-0005, Japan"
b83a3e3d-1764-477f-b5fc-9bc23a833539,Azabu-juban,麻布十番駅,Ōedo Line,https://en.wikipedia.org/wiki/Toei_%C5%8Cedo_Line,35.6565419,139.7360549,"Oedo Line Azabu-juban Station, Ooedo Line Ticket Gate, 1-chōme-3 Azabujūban, Minato City, Tokyo 106-0045, Japan"
7657cfb6-4357-47c9-8b22-14252f9c5c3a,Azamino,あざみ野駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line,35.5823383,139.5760783,"Tokyu Den-en-toshi Line, Japan"
1611ab79-0b5b-4b59-b07d-4069d75b2713,Bakuro-yokoyama,馬喰横山駅,Shinjuku Line,https://en.wikipedia.org/wiki/Toei_Shinjuku_Line,35.691857,139.7831068,"Bakuroyokoyama Sta., 3-chōme-4-13 Nihonbashiyokoyamachō, Chuo City, Tokyo 103-0003, Japan"
06244887-55d9-49af-9af8-a904530b282b,Bakurochō,馬喰町駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.693752,139.7829511,"Bakurochō Station, １丁目-７-3 日本橋馬喰町 中央区 東京都 103-0002, Japan"
340369f8-120f-474e-8c8a-ebaae26c6765,Bampaku-Kinen-Kōen,万博記念公園駅,Tsukuba Express,https://en.wikipedia.org/wiki/Tsukuba_Express,35.8859487,139.9463409,"Tsukuba Express, Japan"
12d94613-ba4b-4593-a102-f013e31acc0b,Banda,番田駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6764225,139.650027,"Tokyo, Japan"
6ec9d188-eabe-4a54-94c0-15fd6548aa26,Baraki-Nakayama,原木中山駅,Tōzai Line,https://en.wikipedia.org/wiki/Tokyo_Metro_T%C5%8Dzai_Line,35.7033579,139.9418925,"Baraki-Nakayama Station, ７-７-1 本中山 船橋市 千葉県 273-0035, Japan"
5ffb7e72-a8ec-46a3-8d56-17276ea7f7a7,Bentembashi,弁天橋駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
e29f7b74-d9c6-4b14-acc3-7911baeb3646,Bubaigawara,分倍河原駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6685677,139.46874,"Bubaigawara Station, 2-chōme Katamachi, Fuchu, Tokyo 183-0021, Japan"
af1a87c0-8f7b-4a10-b0b0-e267495c9103,Chiba,千葉駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6812996,139.7670658,"Tokyo Station, 1-chōme-9 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan"
bb52aef3-20b7-4f77-b685-1df3b23dcbc3,Chiba-Minato,千葉みなと駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6812996,139.7670658,"Tokyo Station, 1-chōme-9 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan"
d0a4d472-ce4b-4152-9d70-6aa9ae54da21,Chidorichō,千鳥町駅,Tokyu Oimachi Line,https://en.wikipedia.org/wiki/Tokyu_Oimachi_Line,35.5729995,139.6914155,"Chidorichō Station, 1-chōme-20 Chidori, Ota City, Tokyo 146-0083, Japan"
c347d6b3-b5f5-4f8a-8279-660272143dcc,Chigasaki,茅ヶ崎駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6812996,139.7670658,"Tokyo Station, 1-chōme-9 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan"
ff0961c7-bd8b-4dab-9c82-8ca0d7598d38,Chikatetsu-akatsuka,地下鉄赤塚駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line,35.769976,139.6440227,"Chikatetsu-Akatsuka Station, 1-chōme-24 Akatsukashinmachi, Itabashi City, Tokyo 175-0093, Japan"
fb5c024d-085d-4a03-8253-0b79fdd1a037,Chikatetsu-narimasu,地下鉄成増駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line,35.7766972,139.6311902,"Chikatetsu-Narimasu Station, ２-１１-3 成増 板橋区 東京都 175-0094, Japan"
d0fc6fe1-98e4-4455-895f-18021a71efc8,Chikura,千倉駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
8d89fb16-babd-4017-87e5-c311a961fdda,Chitose,千歳駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,42.82128669999999,141.6510125,"Chitose, Hokkaido, Japan"
bd79dae7-3025-42be-b2ca-4cb2b3ae7388,Chitose-Funabashi,千歳船橋駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line,35.647502,139.6238843,"Chitose-Funabashi Station, 1-chōme-1 Funabashi, Setagaya City, Tokyo 156-0055, Japan"
462b331d-04d8-41dc-8d5a-7a05d2d3458b,Chitose-karasuyama,千歳烏山駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line,35.6681814,139.6010149,"Chitose-Karasuyama Station, Minamikarasuyama, Setagaya City, Tokyo 157-0062, Japan"
4966dd13-9658-446f-89bd-0cedcc9944fe,Chōfu,調布駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line,35.651788,139.5447823,"Chōfu Station, 4-chōme Fuda, Chofu, Tokyo 182-0024, Japan"
fa3fb17b-d7a9-4b11-addf-8d73499a7d68,Chōjamachi,長者町駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
0316b7aa-4298-4857-b832-8926d5c2d34d,Chōshi,銚子駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.7340035,140.8267464,"Choshi, Chiba, Japan"
67986c17-b427-4031-94da-5f3d20879eee,Chūō-Rinkan,中央林間駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line,35.5080279,139.4441058,"Chūō-rinkan Sta., 3-chōme-3 Chūōrinkan, Yamato, Kanagawa 242-0007, Japan"
7ee66891-49a3-4d3a-856f-3666c31fa0db,Daijingushita,大神宮下駅,Keisei Main Line,https://en.wikipedia.org/wiki/Keisei_Main_Line,35.69407,139.991392,"Daijingūshita Station, 2-chōme-9 Miyamoto, Funabashi, Chiba 273-0003, Japan"
5a436017-d0c0-47ef-8da9-2b0c7c81abaf,Daikan-yama,代官山駅,Tokyu Toyoko Line,https://en.wikipedia.org/wiki/Tokyu_Toyoko_Line,35.6480919,139.703148,"Daikan-Yama Station, 19-4 Daikanyamachō, Shibuya, Tokyo 150-0034, Japan"
bc99abf4-1100-44df-8fe1-50ea8c069f61,Daimon,大門駅,Asakusa Line,https://en.wikipedia.org/wiki/Toei_Asakusa_Line,35.6567191,139.7555724,"Daimon Sta., 1-chōme-27-12 Hamamatsuchō, Minato City, Tokyo 105-0013, Japan"
22ea1232-8c2b-4ad0-99d9-9e73659221e2,Daitabashi,代田橋駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line,35.671071,139.659387,"Daitabashi Station, Tokyo, Japan"
e518363e-69f1-42f1-922a-265e7dae883b,Den-en-chōfu,田園調布駅,Tokyu Meguro Line,https://en.wikipedia.org/wiki/Tokyu_Meguro_Line,35.5968481,139.6673415,"Den-en-chofu Station, 2-chōme-62 Denenchōfu, Ota City, Tokyo 145-0071, Japan"
168be05f-4a6f-4fc0-9025-64ee38fd6d9b,Dokkyodaigakumae,獨協大学前駅〈草加松原〉,Tobu Skytree Line,https://en.wikipedia.org/wiki/Tobu_Skytree_Line,35.8432776,139.8006731,"Dokkyodaigakumae(Soka-Matsubara) Station, 1-chōme-1 Matsubara, Sōka, Saitama 340-0041, Japan"
6f0f3885-e63b-4457-8bd6-d2ed2d0dcec0,Ebara-nakanobu,荏原中延駅,Tokyu Oimachi Line,https://en.wikipedia.org/wiki/Tokyu_Oimachi_Line,35.6099618,139.7119604,"Ebara-Nakanobu Station, 1-chōme-9 Higashinakanobu, Shinagawa City, Tokyo 142-0052, Japan"
76956e69-56dd-4c9c-bf15-6c54cef3d287,Ebaramachi,荏原町駅,Tokyu Oimachi Line,https://en.wikipedia.org/wiki/Tokyu_Oimachi_Line,35.6038632,139.707503,"Ebara-machi Station, 5-chōme-2-1 Nakanobu, Shinagawa City, Tokyo 142-0053, Japan"
95c8c483-ed12-4f9f-8de2-1ee7c784f321,Ebina,海老名駅,Odakyu Odawara Line,https://en.wikipedia.org/wiki/Odakyu_Odawara_Line,35.4743593,139.3997966,"Odakyu Odawara Line, Japan"
ccd0735c-7777-478b-a7bc-0214a2a4f743,Ebisu,恵比寿駅,Hibiya Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Hibiya_Line,35.6467145,139.7100818,"Ebisu Station, 1-chōme-5 Ebisuminami, Shibuya, Tokyo 150-0022, Japan"
0e43def4-61ce-4602-9407-92a0245e5e11,Eda,江田駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line,35.5823383,139.5760783,"Tokyu Den-en-toshi Line, Japan"
302a2bde-b976-46b1-aa53-e799ab3ab57c,Edagawa,伊野駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line,35.7377878,139.8959383,"Edogawa Station, 3-chōme-23 Kitakoiwa, Edogawa City, Tokyo 133-0051, Japan"
fbcacba5-3b86-4985-81e1-b707cba33a0f,Edogawa,江戸川駅,Keisei Main Line,https://en.wikipedia.org/wiki/Keisei_Main_Line,35.7377878,139.8959383,"Edogawa Station, 3-chōme-23 Kitakoiwa, Edogawa City, Tokyo 133-0051, Japan"
bec2c71b-fcfc-42e9-8ddd-bf4382a052a6,Edogawabashi,江戸川橋駅,Yūrakuchō Line,https://en.wikipedia.org/wiki/Tokyo_Metro_Y%C5%ABrakuch%C5%8D_Line,35.7097251,139.7329826,"Edogawabashi Sta., 1-chōme-19-6 Sekiguchi, Bunkyo City, Tokyo 112-0014, Japan"
896c51f2-65e6-4bde-bbbd-e6ad2b3b4a1a,Eifukuchō,永福町駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line,35.676272,139.6426236,"Eifukuchō Station, 2-chōme-60 Eifuku, Suginami City, Tokyo 168-0064, Japan"
21e04d57-5e15-42d8-946a-7b438fc616e9,Ekoda,江古田駅,Seibu Ikebukuro Line,https://en.wikipedia.org/wiki/Seibu_Ikebukuro_Line,35.737481,139.672744,"Ekoda Station, Nerima City, Tokyo, Japan"
728d8009-f020-44c9-b1ce-45042a722d80,Emi,江見駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6812996,139.7670658,"Tokyo Station, 1-chōme-9 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan"
77c7ee97-8eb6-4a13-9892-a98e78dce8f7,Enokido,榎戸駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6879089,140.2953054,"Enokido, Yachimata, Chiba 289-1106, Japan"
c3ba6aeb-de26-4464-b903-42c5578e92b0,Enzan,塩山駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
68dfe6d6-4849-46f3-9449-084826ebd050,Etchūjima,越中島駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6679621,139.7926487,"Etchūjima Station, 2-chōme-2 Etchūjima, Koto City, Tokyo 135-0044, Japan"
59fd66ec-2a26-42a3-a4aa-3f1e2693591e,Fubasami,文挟駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
41cea9dc-f13c-4cc3-8f17-85570edc2fd3,Fuchinobe,淵野辺駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6812996,139.7670658,"Tokyo Station, 1-chōme-9 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan"
c8b752be-215c-4e97-8d8b-25cf71b573f3,Fuchū,府中駅,Keio Line,https://en.wikipedia.org,35.67243089999999,139.4801784,"Fuchū Station, Fuchu, Tokyo, Japan"
58683f25-0001-46e2-858c-2d0108cf01d0,Fuchūhommachi,府中本町駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6662815,139.4770873,"Fuchūhommachi Station, 1-chōme-29 Honmachi, Fuchu, Tokyo 183-0027, Japan"
ea1e58c1-db7f-4ce3-bc0e-64812aa9f68a,Fuda,布田駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line,35.64984990000001,139.5518261,"Fuda Station, 5-chōme Kokuryōchō, Chofu, Tokyo 182-0022, Japan"
cd9b47d6-aa02-4a42-8f6a-40d38052e515,Fudō-mae,不動前駅,Tokyu Meguro Line,https://en.wikipedia.org/wiki/Tokyu_Meguro_Line,35.6257683,139.713569,"Fudō-mae Station, 3-chōme-9-12 Nishigotanda, Shinagawa City, Tokyo 141-0031, Japan"
20be2c3f-d237-4e6d-802f-9b8f3a3e14de,Fujigaoka,藤が丘駅,Tokyu Den-en-toshi Line,https://en.wikipedia.org/wiki/Tokyu_Den-en-toshi_Line,35.5434959,139.5278557,"Fujigaoka Sta., 2-chōme Fujigaoka, Aoba Ward, Yokohama, Kanagawa 227-0043, Japan"
1857ed4c-75f3-4632-8936-e7f0e1b71a66,Fujimigaoka,富士見ヶ丘駅,Keio Line,https://en.wikipedia.org/wiki/Keio_Line,35.6847865,139.6072018,"Fujimigaoka Station, 2-chōme-25 Kugayama, Suginami City, Tokyo 168-0082, Japan"
36433650-322f-46cb-bf40-41920df04ad5,Fujimino,ふじみ野駅,Tōbu Tōjō Line,https://en.wikipedia.org/wiki/T%C5%8Dbu_T%C5%8Dj%C5%8D_Line,35.8608216,139.5231273,"Fujimino Station, 1-chōme Fujiminohigashi, Fujimi, Saitama 354-0036, Japan"
083e2441-1105-4279-8cfb-71c627aac0f7,Fujino,藤野駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6812996,139.7670658,"Tokyo Station, 1-chōme-9 Marunouchi, Chiyoda City, Tokyo 100-0005, Japan"
0e04f4ac-b2e2-4c49-ac08-3a74eab7ed91,Fujisawa,藤沢駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.3391654,139.49014,"Fujisawa, Kanagawa, Japan"
468de1c1-7da4-4a1d-bc37-5b9b98d69be1,Fujishiro,藤代駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,35.6832291,139.7681325,"Japan, 〒100-0005 Tokyo, Chiyoda City, Marunouchi, 1-chōme−9−１ １階"
de35471d-94a3-46c0-a490-e0b6c8bbe837,Fukaya,深谷駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,36.19748149999999,139.2814476,"Fukaya, Saitama, Japan"
0e5fba0e-3a9b-4845-a39e-15056ed9c399,Fukiage,吹上駅,JR East,https://en.wikipedia.org/wiki/List_of_East_Japan_Railway_Company_stations,36.1032184,139.4531895,"Fukiage Station, Konosu, Saitama, Japan"
